valor
50000
105000
702000
1295000
2055000
1675000
1100750
1262250
146500
2378000
3243000
2810500
2920500
1660000
2598000
722000
1806400
1737800
1480000
1608900
1608900
1553750
1871950
1627500
2116400
1851200
1983800
1643600
1436000
704000
1333000
1065000
1056950
1060975
1200975
1345000
1678500
2243800
1609090
985000
1297045
1617000
2249000
1420000
3331300
1754220
1548500
1651360
999250
450000
325000
390000
357500
357500
210000
68000
30000
68000
106000
190000
350000
270000
247500
122500
145000
100000
195000
147500
182500
332500
170000
495000
310000
161000
200000
180500
140000
80000
182500
285000
65000
610000
337500
497500
385000
495000
677500
369500
523500
523500
798750
1227500
1228000
1227000
479000
706000
25000
659000
1293000
1625000
996000
779900
470000
624950
576400
682800
1244000
1671800
1241500
975000
1108250
843500
712000
1094000
235000
2164500
1258500
1711500
1114250
970000
708000
395000
495000
862000
678500
879000
896000
471000
880000
826000
772000
902400
902400
1032800
906000
555000
850000
1485000
1167500
1220000
955000
660000
946000
1399000
1405000
1402000
1002500
600000
1319900
678000
730000
601000
665500
770500
940000
270000
1992000
1491990
1336100
1414045
1201050
1066000
1315120
783990
1751000
710000
1230500
904500
1099000
1915000
1185000
1218000
1173000
1195500
825000
477000
1667000
1217000
1169000
1627100
1398050
1252050
877000
748000
1115000
831000
2432100
1631550
1492050
552000
2397000
1556000
1042001
717000
879500
863250
1009500
1625000
1133000
1749000
750150
1249575
734025
717900
1208000
1685000
1065600
1108000
1086800
1635250
2162500
510000
1823000
640000
1750000
1195000
1406500
1028950
1063000
994900
1180000
994000
1087000
1259250
1524500
1591500
1835000
1500000
1104000
1302000
1546250
1988500
950000
1298000
1265000
972010
1118505
674005
376000
1481000
1481000
425000
364900
394950
426950
489000
951000
1279000
1318700
323000
820850
636500
1540500
950000
2131000
1270000
1029000
1149500
1074500
1120000
1111000
1173000
487000
1089000
544505
10
770000
764000
1425000
1044000
858000
951000
1208450
1422950
1558900
1287000
480000
867000
673500
1025500
1184000
889000
802390
885000
1647600
1266300
1350300
1053000
710000
1939000
682000
829900
755950
1030199
1230499
2463000
800000
1445000
792800
1118900
883900
975000
1335700
4022000
1808000
1858000
1833000
1451500
1045000
1653000
1676500
1362600
685000
1023800
906500
1128000
1250000
1531895
1290000
359500
824750
465250
571000
475000
1425500
950250
950250
1546250
2007000
1667000
2347000
575000
333000
454000
286500
554000
240000
868000
500000
1671000
1076500
1373750
1217750
1359000
685000
1412000
1743000
1059000
1401000
1021000
983000
855000
2095000
977000
875000
926000
984500
1487000
1094000
1880000
860400
2313000
1586700
1667500
1022000
774700
2185500
710000
434900
851500
897750
944000
1071500
1762600
817000
1045800
931400
931400
760900
871750
476000
1267500
951900
1109700
891950
832000
816500
1605000
1580000
