valor
50000
1243000
2952000
5545000
4685000
5115000
2715750
2332250
746500
3918000
10493000
7205500
7690500
2805000
4888000
722000
3641400
2737800
2330000
2533900
2533900
7193750
9411950
12057500
6766400
3601200
5183800
2963600
2326000
1004000
3133000
1415000
1756950
1585975
1700975
1645000
4108500
2493800
2159090
2830000
2494545
4469500
6109000
8870000
17646300
18254220
5378500
11816360
3339250
1300000
2625000
1990000
1295000
600000
890000
890000
1180000
1250000
1136000
190000
850000
520000
555000
260000
1445000
100000
2145000
1122500
1157500
332500
170000
495000
2460000
161000
1050000
605500
1015000
980000
1107500
1235000
65000
1230000
647500
1047500
865000
1995000
677500
369500
523500
523500
1173750
1602500
1978000
1227000
3329000
8456000
25000
4551500
9078000
2275000
5996000
1779900
5720000
3749950
3588900
1457800
1244000
2921800
3041500
4325000
3683250
5092000
5859000
1724000
485000
5029500
2448500
3739000
2434250
2420000
4498000
6015000
495000
3762000
2128500
2879000
1996000
871000
1480000
1498500
1517000
1432400
1432400
1347800
1606000
2455000
1950000
1785000
1867500
2295000
2805000
660000
1846000
6824000
1405000
4114500
2262500
3120000
2389900
678000
1630000
901000
1265500
920500
940000
570000
13542000
7702990
3786100
4393050
5000000
4366000
2515120
1053990
4601000
1860000
3230500
3519500
5179000
3225000
6245000
6868000
2623000
4745500
2175000
1727000
3877000
2317000
2139000
4977100
3558050
4963050
4949000
4588000
5665000
4381000
6532100
5456550
3542050
552000
4397000
4506000
1742001
2817000
2279500
3758250
4699500
6665000
5273000
10399000
4780150
7589575
4579025
4377900
4508000
2790000
3285600
3868000
3576800
5960250
8052500
3260000
5753000
1860000
7250000
4555000
9086500
7138950
10923000
3354900
8560000
9914000
9237000
8866750
7819500
10736500
10135000
7520000
9796000
8658000
8712250
7628500
3020000
7848000
6840000
3662010
5251005
2269005
876000
4201000
1481000
2715000
2114900
2414950
1936950
1759000
7408000
7984000
4718700
7423000
6070850
6686500
6800500
5950000
7651000
6070000
5015000
5542500
8562500
12110000
1811000
11803000
4867000
2939000
1744505
550010
3960000
5054000
6595000
2044000
1608000
1826000
10673450
12900450
19738900
6062000
4657000
1467000
3062000
2575500
3684000
3159000
9312390
13955000
29892600
21923800
18182800
6473000
2355000
5274000
2067000
5789900
3928450
7890199
9990499
7163000
4720000
11635000
26662800
19148900
15746400
4830000
16585700
22577000
9778000
11050000
10414000
16470000
21890000
13003000
19434500
9762600
1885000
5823800
7856500
13828000
9680000
9611895
6670000
2809500
4739750
8650250
14491000
3445000
7120500
5282750
5282750
11293750
19242000
15467000
23017000
3970000
333000
2151500
5069000
6111500
9805000
2418000
4650000
5871000
9636500
7753750
12197750
14759000
2865000
4462000
13193000
5694000
9443500
11638500
17583000
5635000
7560000
7527000
5775000
6651000
6447000
6914500
7119000
6710000
10197400
9683000
9940200
11792500
13902000
3274700
8735500
9180000
1582900
7771500
7560750
7350000
6421500
4897600
2832000
2765800
2798900
2798900
9400900
14871750
16036000
13707500
7911900
10809700
6091950
4272000
13826500
7255000
14661000
