margemBrutaAcumulada,percentualRisco,restricoes,empresa_MeEppMei,scorePontualidade,endividamento,estoque,faturamentoBruto,custos,kmeans
0.0,0.3392857142857142,True,False,0.0,0.0,504314.0,867918.0,767705.0,2
0.3628337579,0.3928571428571428,False,True,1.0,0.0,0.0,2234482.0,0.0,0
0.4369992518,0.6249999999999999,True,False,1.0,0.0,0.0,260341.0,0.0,2
0.0,0.1607142857142857,False,False,0.0,0.0,0.0,79025.0,0.0,3
0.3063343254,0.3035714285714285,False,True,0.8843274212,1121551.0,860678.0,4036098.0,3160866.0,0
0.1976059322,0.1071428571428571,False,False,1.0,9800000.0,11609384.0,97107584.0,52116304.0,1
0.4970506621,0.2857142857142857,True,False,0.7847087095,0.0,4511499.0,11253703.0,0.0,2
0.0,0.4285714285714285,False,True,0.0,0.0,36084.0,7578810.0,4801246.0,4
0.2910142606,0.25,False,True,1.0,0.0,0.0,3060377.0,0.0,0
0.0,0.3571428571428571,False,True,0.0,28328.0,0.0,3664930.0,2757881.0,4
0.0,0.2142857142857142,False,True,0.0,194000.0,294056.0,2406486.0,1637960.0,4
0.3030825028,0.0892857142857142,False,False,1.0,9787901.0,8708545.0,97107584.0,52116304.0,1
0.5201578649,0.3928571428571428,True,True,1.0,0.0,0.0,1069685.0,0.0,0
0.3904185136,0.125,False,False,1.0,0.0,0.0,57345896.0,0.0,1
0.0,0.0892857142857142,False,False,0.0,267213.0,2599733.0,4349975.0,2877342.0,3
0.2955400152,0.5178571428571428,False,True,0.9424198644,0.0,0.0,764783.0,0.0,0
0.0,0.0535714285714285,False,False,0.0,0.0,0.0,4464000000.0,0.0,3
0.3836777614,0.0357142857142857,False,False,1.0,0.0,381254.0,2676576.0,1966472.0,1
0.3818682193,0.2142857142857142,False,True,0.3427280296,0.0,88163.0,1836328.0,464987.0,4
0.0,0.1428571428571428,False,False,0.0,0.0,443632.0,2326289.0,1581956.0,3
0.2773767089,0.2142857142857142,False,True,1.0,0.0,0.0,2370624.0,0.0,0
0.5994995681,0.2321428571428571,False,False,0.7826803718,0.0,0.0,2798449.0,0.0,1
0.0,0.3571428571428571,False,False,1.0,0.0,1630445.0,0.0,0.0,1
0.4801313607,0.1428571428571428,False,False,1.0,0.0,72155.0,1915599.0,985075.0,1
0.0,0.1428571428571428,False,False,0.0,0.0,0.0,1994920.0,0.0,3
0.0,0.2142857142857142,False,True,0.0,0.0,689430.0,3405084.0,1730506.0,4
0.0,0.1964285714285714,False,False,0.0,0.0,0.0,0.0,0.0,3
0.3073511166,0.0357142857142857,False,False,0.994264791,0.0,397782.0,2116529.0,1480043.0,1
0.0,0.0357142857142857,False,False,0.0,0.0,1005492.0,2723790.0,1419084.0,3
0.3683251351,0.1428571428571428,True,False,1.0,0.0,38271.0,2309546.0,1538612.0,2
0.0,0.1607142857142857,False,True,0.0,0.0,2714157.0,4987640.0,1155789.0,4
0.4768995235,0.0892857142857142,False,False,1.0,500666.0,2516217.0,6315452.0,3148377.0,1
0.2957828157,0.125,False,False,1.0,0.0,0.0,5770076.0,0.0,1
0.4528547416,0.25,True,True,1.0,471000.0,395769.0,1918410.0,872095.0,0
0.2484828499,0.1785714285714285,True,False,1.0,0.0,595870.0,2804091.0,1668998.0,2
0.6388526339,0.2857142857142857,False,True,0.8707081011,465155.0,1246125.0,9934007.0,7947206.0,0
0.0,0.0892857142857142,False,False,0.0,621642.0,4493773.0,70915028.0,58626221.0,3
0.5013081671,0.3392857142857142,False,True,1.0,0.0,0.0,1631910.0,0.0,0
0.0,0.0535714285714285,False,False,0.0,0.0,356767.0,4413163.0,1345685.0,3
0.0,0.2321428571428571,False,False,1.0,0.0,70662.0,869690.0,0.0,1
0.3075567716,0.0892857142857142,False,False,1.0,25435555.0,25256859.0,250124440.0,175842144.0,1
0.5255814394,0.4999999999999999,False,True,0.1028686542,0.0,0.0,328081.0,0.0,4
0.0,0.4464285714285714,False,False,0.0,0.0,189241.0,496968.0,253453.0,3
0.3364379343,0.2857142857142857,False,True,0.8874787362,415935.0,7563266.0,12160799.0,4792300.0,0
0.0,0.25,True,False,0.0,0.0,92461.0,855940.0,524665.0,2
0.0,0.3035714285714285,False,False,0.0,70615.0,0.0,130151.0,31221.0,3
0.0,0.2499999999999999,False,True,0.0,0.0,385957.0,2735673.0,1444597.0,4
0.2994522306,0.3571428571428571,False,True,1.0,0.0,34231.0,43191.0,18853.0,0
0.2912122551,0.2857142857142857,False,False,1.0,1391034.0,1023964.0,0.0,0.0,1
0.2555362562,0.2142857142857142,False,False,1.0,647441.0,5160105.0,0.0,0.0,1
0.0,0.25,False,False,0.0,194842.0,5476323.0,0.0,0.0,3
0.0,0.1785714285714285,False,False,0.0,1574351.0,3527139.0,4713667.0,3526001.0,3
0.4478086045,0.4107142857142857,True,True,1.0,4685139.0,291.0,616874.0,463197.0,0
0.2439283333,0.2142857142857142,False,False,1.0,265231.0,2026176.0,4944974.0,1998882.0,1
0.1252646928,0.2321428571428571,False,False,0.7943399446,0.0,0.0,1650230.0,726101.0,1
0.4160050289,0.3035714285714285,False,True,1.0,0.0,0.0,8757493.0,5301457.0,0
0.4708778571,0.2678571428571428,False,True,1.0,198731.0,543049.0,1196163.0,503419.0,0
0.0,0.0892857142857142,False,False,0.0,0.0,9558045.0,4599750.0,26284378.0,3
0.477695777,0.1428571428571428,False,True,1.0,0.0,659442.0,1673287.0,0.0,0
0.0,0.2857142857142857,False,False,0.0,16010000.0,10735441.0,203012837.0,134273901.0,3
0.0,0.1428571428571428,False,False,0.0,0.0,0.0,2242328.0,0.0,3
0.6699567901,0.1071428571428571,False,False,1.0,0.0,81787.0,939315.0,609467.0,1
0.0969901589,0.4642857142857142,False,True,1.0,3868485.0,715913.0,8151850.0,4772984.0,0
0.5646507051,0.1964285714285714,False,True,1.0,251952.0,2531943.0,10723354.0,0.0,0
0.0,0.1785714285714285,True,False,0.0,7194000.0,412125000.0,2066330000.0,1284963000.0,2
0.4497290931,0.1964285714285714,False,False,0.9771994671,21283385.0,14407997.0,0.0,0.0,1
0.3156109047,0.0892857142857142,False,False,1.0,195868.0,605595.0,7504363.0,4802854.0,1
0.3170871253,0.3749999999999999,False,True,1.0,0.0,0.0,18875261.0,0.0,0
0.5169767769,0.1428571428571428,False,False,1.0,0.0,1316158.0,4011136.0,1955507.0,1
0.3483423131,0.0892857142857142,False,False,1.0,5087901.0,8708545.0,97107584.0,52116304.0,1
0.0,0.2142857142857142,True,False,0.0,5761608.0,5550426.0,128032382.0,0.0,2
0.3464696429,0.0892857142857142,False,False,1.0,1036.0,91594.0,3556127.0,1724302.0,1
0.0,0.0714285714285714,False,False,0.0,425048.0,2297849.0,14340598.0,11748670.0,3
0.2424245963,0.3571428571428571,False,True,1.0,0.0,953949.0,0.0,0.0,0
0.44687686,0.6428571428571428,True,True,1.0,150000.0,319540.0,362426.0,200676.0,0
0.0,0.0892857142857142,False,False,0.0,0.0,194264.0,2995843.0,1649132.0,3
0.2228348149,0.3571428571428571,False,False,1.0,0.0,0.0,925011533.0,0.0,1
0.3333242317,0.4642857142857142,True,False,1.0,0.0,0.0,925011533.0,0.0,2
0.4324126004,0.3035714285714285,False,True,1.0,0.0,785355.0,8536726.0,4627847.0,0
0.0,0.1607142857142857,False,False,1.0,0.0,398600.0,1012849.0,165425.0,1
0.2992215314,0.5535714285714285,False,True,1.0,46218.0,2653.0,43969.0,75666.0,0
0.2574851284,0.1428571428571428,False,False,1.0,13186062.0,14884722.0,165029896.0,118586011.0,1
0.5245907919,0.1964285714285714,False,True,1.0,0.0,0.0,10002674.0,4152132.0,0
0.0,0.3392857142857142,False,False,0.0,0.0,0.0,1211706.0,0.0,3
0.4065550583,0.4107142857142857,False,False,1.0,216269.0,145303.0,1390292.0,499511.0,1
0.6436226852,0.1071428571428571,False,True,1.0,0.0,165120.0,3705866.0,1482182.0,0
0.3470060758,0.2857142857142857,False,False,0.8076390275,134706.0,1294646.0,9066041.0,6426192.0,1
0.376920331,0.1785714285714285,False,False,1.0,0.0,0.0,3159084.0,0.0,1
0.5157703658,0.2678571428571428,False,False,1.0,0.0,0.0,1808539000.0,810365000.0,1
0.0,0.0535714285714285,False,False,0.0,0.0,1331392.0,3481397.0,2526978.0,3
0.2096343179,0.3214285714285714,False,True,0.9677388198,0.0,0.0,20510.0,53465.0,0
0.3281013927,0.25,False,False,1.0,558000.0,1101018.0,0.0,0.0,1
0.6744726277,0.0892857142857142,False,False,1.0,252920.0,8759181.0,120491244.0,62916210.0,1
0.5531048008,0.3928571428571428,True,True,1.0,191495.0,23876361.0,21336438.0,11649321.0,0
0.0,0.1964285714285714,False,False,0.0,733543.0,1238376.0,0.0,0.0,3
0.2998586684,0.1964285714285714,False,False,1.0,400000.0,1123705.0,4230291.0,2567731.0,1
0.4132819939,0.3571428571428571,False,True,1.0,0.0,0.0,53424.0,0.0,0
0.246711382,0.1071428571428571,False,False,1.0,72912.0,592105.0,3539107.0,2132070.0,1
0.0,0.1964285714285714,False,False,0.0,0.0,384670.0,534437.0,515729.0,3
0.6508197279,0.0,False,False,1.0,0.0,21194708.0,169458146.0,49707820.0,1
0.3900405755,0.0892857142857142,False,False,0.992340888,1320000.0,16578050.0,20426298.0,19217990.0,1
0.2852080868,0.0892857142857142,False,False,1.0,241277.0,5008907.0,7234562.0,2873950.0,1
0.1280465001,0.2142857142857142,False,False,0.9281167553,0.0,3620095.0,38631809.0,34304638.0,1
0.0,0.0357142857142857,False,False,0.0,0.0,4553975.0,15175917.0,10166612.0,3
0.4587926667,0.3214285714285714,False,True,1.0,0.0,392189.0,1248750.0,508785.0,0
0.4893561979,0.0714285714285714,False,False,1.0,0.0,1075791.0,10865851.0,8712602.0,1
0.0,0.1071428571428571,False,False,0.0,22055.0,1401486.0,2154784.0,1311161.0,3
0.435240804,0.0714285714285714,False,False,0.8928193941,0.0,1253422.0,15783051.0,8598182.0,1
0.4749630818,0.0892857142857142,False,False,1.0,881789.0,4176320.0,38935249.0,23153690.0,1
0.4675434652,0.3928571428571428,True,False,1.0,0.0,0.0,796237.0,0.0,2
0.0,0.25,False,False,0.0,9035.0,878887.0,46648.0,0.0,3
0.5389853138,0.3214285714285714,False,True,1.0,0.0,548221.0,453124.0,210805.0,0
0.0,0.0357142857142857,False,False,0.0,0.0,1292379.0,9055767.0,6176570.0,3
0.8348743478,0.3035714285714285,False,True,1.0,415977.0,13543191.0,65960411.0,46811494.0,0
0.3104742762,0.2321428571428571,False,False,0.7694721926,0.0,138511696.0,597688966.0,432822109.0,1
0.3568127276,0.125,True,False,1.0,0.0,213637.0,2136926.0,783103.0,2
0.2265760346,0.5714285714285714,True,False,1.0,3586.0,12235.0,28390.0,11682.0,2
0.3291315391,0.1428571428571428,False,True,1.0,0.0,3505067.0,6055708.0,0.0,0
0.0,0.0357142857142857,False,False,0.0,0.0,0.0,2116510.0,0.0,3
0.3757811558,0.1785714285714285,False,False,0.6913422987,0.0,0.0,2264737.0,1112059.0,1
0.3594119232,0.1428571428571428,False,False,1.0,0.0,708316.0,0.0,0.0,1
0.3307467471,0.2321428571428571,False,True,1.0,0.0,1492000.0,5654672.0,2238000.0,0
0.526992319,0.4821428571428571,False,False,1.0,2748082.0,280726.0,2050843.0,2241114.0,1
0.6078199829,0.3571428571428571,False,True,1.0,550000.0,112512.0,0.0,0.0,0
0.6511511999,0.3571428571428571,False,True,1.0,166920.0,1428201.0,1538351.0,20082.0,0
0.2992422674,0.25,False,True,1.0,0.0,0.0,13806979.0,0.0,0
0.0,0.2321428571428571,True,False,0.0,11002289.0,15208175.0,26177587.0,872588.0,2
0.4292493181,0.0357142857142857,False,False,1.0,0.0,1861683.0,4330262.0,0.0,1
0.4459889501,0.1428571428571428,False,False,1.0,3203471.0,0.0,96713252.0,0.0,1
0.4632769629,0.3035714285714285,False,False,1.0,17910000.0,5342000.0,80480292.0,0.0,1
0.37871875,0.0357142857142857,False,False,1.0,0.0,856581.0,3867525.0,2210880.0,1
0.6391596091,0.125,False,False,1.0,0.0,0.0,1879984.0,0.0,1
0.467796779,0.375,True,False,0.5180531,51916.0,195196.0,6368223.0,1956366.0,2
0.3448509175,0.0892857142857142,False,False,1.0,188536.0,2535509.0,11239476.0,4000000.0,1
0.0,0.4107142857142857,True,True,0.0,0.0,136631.0,1409254.0,679394.0,4
0.4448676845,0.4107142857142857,False,False,1.0,0.0,7762.0,11075.0,5537.0,1
0.1459208279,0.2321428571428571,False,True,1.0,0.0,0.0,2145850.0,530389.0,0
0.6599290191,0.3571428571428571,False,True,1.0,0.0,5985.0,540410.0,417566.0,0
0.0,0.0535714285714285,False,False,0.0,0.0,2674508.0,52346301.0,33152773.0,3
0.0,0.4107142857142857,False,False,0.0,659649.0,461600.0,1428476.0,1067689.0,3
