cnpjSemTraco,prazoMedioRecebimentoVendas,titulosEmAberto,ativoCirculante,passivoCirculante,totalAtivo,totalPatrimonioLiquido,endividamento,duplicatasAReceber,estoque,faturamentoBruto,margemBruta,custos,capitalSocial,restricoes,empresa_MeEppMei,limiteEmpresaAnaliseCredito,kmeans
XJWA68169383682572,34,45000.0,12535745.0,12545802.0,13449460.0,740125.0,6368688.0,5641851.0,61367414.0,42940058.0,17956054.0,24984004.0,200000.0,False,False,2618442.0,1
OEVH87729110003036,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705892.0,0.0,0.0,110000.0,False,True,3960.0,0
JZZT76971385908755,0,0.0,858695.0,353832.0,866828.0,512995.0,0.0,322162.0,41439.0,2058944.0,1299368.0,759576.0,100000.0,False,True,24000.0,0
UTOB67960509073806,0,0.0,221650688.0,148877617.0,766925041.0,341336350.0,24946199.0,69408579.0,76885171.0,559938205.0,178856383.0,381081822.0,1000000.0,False,False,0.0,1
TWGV89699737341797,26,16155.36,2176924.0,824933.0,2923324.0,1851903.0,0.0,512506.0,1205365.0,16344297.0,0.0,0.0,100000.0,False,True,34000.0,0
MJIJ35078764020385,0,0.0,692247.0,31880.0,963132.0,931252.0,0.0,0.0,0.0,2220002.0,0.0,0.0,100000.0,False,False,6400.0,1
UJUZ09374086850480,0,0.0,10851586.0,5402825.0,10853307.0,1996664.0,21706.0,6989867.0,3874713.0,10187376.0,4937567.0,5249809.0,100000.0,False,False,0.0,1
ZZVU59020803434073,0,0.0,7046343.0,2441295.0,8483189.0,5962651.0,552408.0,2340561.0,2793485.0,9652752.0,5262490.0,4390262.0,1000000.0,False,False,834510.0,1
WLDM81781470253599,158,44886.69,2365608.0,776118.0,3505347.0,2358575.0,180862.0,814358.0,756729.0,10797598.0,0.0,0.0,500000.0,False,True,60800.0,0
GBVU36208579018512,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5880123.0,0.0,0.0,200000.0,False,True,38700.0,0
DBLZ74221381823171,236,149248.96,1213438.0,356588.0,1589780.0,1233191.0,0.0,603614.0,594058.0,5785045.0,2150933.0,3634112.0,150000.0,False,True,1320.0,0
AAQO50798743666168,0,0.0,1736332.0,449408.0,1980396.0,1530987.0,234362.0,175816.0,321895.0,3354959.0,1706712.0,1648247.0,350000.0,False,True,222004.0,0
YRDF80532511124786,0,0.0,6618231.0,0.0,8548657.0,1532069.0,0.0,312983.0,224758.0,579380.0,0.0,0.0,120000.0,True,False,5180.0,2
ETRZ70641510288505,47,31906.0,6609766.0,5904546.0,8572626.0,2559229.0,4238821.0,2092121.0,3099826.0,2449765600.0,0.0,0.0,250000.0,False,False,856697.0,1
DSOO06211051163678,0,0.0,1161965.0,105398.0,1230902.0,1125504.0,0.0,0.0,183053.0,2387739.0,1364721.0,1023018.0,70000.0,False,False,81400.0,1
KYFX89004952034248,0,0.0,55194822.0,9690314.0,63296602.0,49894944.0,3709127.0,27096361.0,18391632.0,74810220.0,31900062.0,42910158.0,2500000.0,False,False,6708984.0,1
BEEW86878623980476,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518938.0,0.0,0.0,93700.0,False,False,5760.0,1
OFYJ74491257943420,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,802277.0,0.0,0.0,400000.0,False,False,2640.0,1
TIAN03028560493322,227,7892.96,4757632.0,3102462.0,5981038.0,1293651.0,3021333.0,1088287.0,2487100.0,11983168.0,7783997.0,4199171.0,500000.0,False,False,328994.0,1
SVYX43638551940351,50,12336.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2092278.0,0.0,0.0,10000.0,False,False,12210.0,1
MJOU02144675363261,0,0.0,1325171.0,117188.0,1325171.0,1207982.0,0.0,94656.0,948053.0,1553580.0,686205.0,867375.0,100000.0,False,True,122100.0,0
XMMB05755571458379,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3570326.0,0.0,0.0,1000.0,False,False,2520.0,1
CHKT59598119635505,0,0.0,5590064.0,5425027.0,9237613.0,769181.0,4577154.0,1678727.0,353585.0,4453898.0,2314492.0,2139406.0,540000.0,False,False,71200.0,1
BCWN37775106133030,0,0.0,3355567.0,1878612.0,4304179.0,2409812.0,203535.0,860000.0,1154794.0,3461194.0,773612.0,2687582.0,1000000.0,False,True,62215.0,0
GGMW76682160822356,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2669836.0,0.0,0.0,100000.0,False,False,209476.0,1
AFAN21247883725272,53,8760.29,3043363.0,320293.0,3046254.0,2725460.0,0.0,301021.0,1452665.0,0.0,0.0,0.0,100000.0,False,False,68400.0,1
CNIH68533061852572,0,0.0,37423314.0,703922.0,38658260.0,37954338.0,0.0,11937005.0,11444615.0,72842747.0,22867142.0,49975605.0,1500000.0,False,False,2609022.0,1
BRJO24453137061360,0,0.0,19684642.0,12359220.0,26573977.0,9566962.0,4546323.0,8177787.0,8893077.0,37979303.0,11961158.0,26018145.0,1000000.0,False,False,4287530.0,1
BENC98235797563895,0,0.0,27437755.0,3644123.0,34052578.0,29623509.0,0.0,12035395.0,6138595.0,44652485.0,0.0,0.0,2650000.0,False,False,145500.0,1
SOWS39675328553909,123,6480.0,24427581.0,7170841.0,27111353.0,10438963.0,1686366.0,4571045.0,11623162.0,4521145.0,4488675.0,32470.0,400000.0,False,False,844603.0,1
XIZO16297367608746,25,1100.0,782747.0,347179.0,842426.0,495247.0,44664.0,406880.0,69442.0,1416289.0,386467.0,1029822.0,150000.0,False,False,56104.0,1
QNET46227326811526,0,0.0,30621.0,6906.0,30621.0,23715.0,0.0,0.0,0.0,399406.0,0.0,0.0,20000.0,False,True,0.0,0
VYPC07643507109960,0,0.0,5933375.0,4913855.0,6421173.0,784664.0,1074871.0,2267065.0,1141287.0,12621618.0,5079081.0,7542537.0,100000.0,False,True,1253754.0,0
ETIZ71427397894411,11,1218.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1487164.0,1487164.0,0.0,200000.0,False,True,9900.0,0
JOZA21240504315779,0,0.0,66577.0,270435.0,66577.0,-203858.0,269000.0,0.0,66430.0,0.0,0.0,0.0,100000.0,False,False,3330.0,1
SDOV26992411210865,0,0.0,15364169.0,3487354.0,19295009.0,15796149.0,0.0,379910.0,14283618.0,11882879.0,1926885.0,9955994.0,800000.0,False,False,1280318.0,1
OKDF71803004004883,0,0.0,4629174.0,3749913.0,6973344.0,3223422.0,0.0,0.0,4553975.0,15175917.0,5009305.0,10166612.0,20000.0,False,True,254575.0,0
UHID51957677075814,0,0.0,14622904.0,6798646.0,14627408.0,4000000.0,0.0,10616039.0,30716.0,5995478.0,3400987.0,2594491.0,4000000.0,True,True,0.0,3
EJPQ10704673671937,28,4644.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,100000.0,False,False,13775.0,1
AMPF64772156205517,0,0.0,2298964.0,1728261.0,2384534.0,-357531.0,780500.0,1722522.0,1739823.0,15197301.0,5060704.0,10136597.0,400000.0,False,True,310500.0,0
LBVH59897244699703,0,0.0,12593689.0,7644437.0,12741042.0,5096605.0,0.0,5485583.0,4308873.0,30929212.0,8679724.0,22249488.0,6196818.0,False,False,33000.0,1
JAGM09984249685460,0,0.0,278785.0,47073.0,300303.0,253229.0,0.0,59911.0,202546.0,0.0,0.0,0.0,90000.0,False,True,7920.0,0
XRPN26422353874683,0,0.0,1152690.0,312675.0,1261167.0,733985.0,335000.0,1134979.0,259322.0,138392.0,32604.0,105788.0,100000.0,False,True,0.0,0
SUQI39739115034989,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3975965.0,0.0,0.0,10000.0,False,True,8800.0,0
COZD54939108010752,56,13640.01,1472068.0,276465.0,1486000.0,1209534.0,0.0,334330.0,799733.0,4609943.0,2076261.0,2533682.0,90000.0,False,False,125400.0,1
MEOC89616550812845,60,7700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2728779.0,0.0,0.0,50000.0,False,False,1760.0,1
FWPY81952620804455,0,0.0,2719337.0,1718492.0,3172256.0,1147748.0,1100332.0,1101292.0,502887.0,3799042.0,1482413.0,2316629.0,300000.0,False,True,86000.0,0
VUVK76589103587869,0,0.0,1370497.0,382015.0,1575747.0,1193731.0,0.0,618866.0,326399.0,3619535.0,1818426.0,1801109.0,250000.0,False,True,51077.0,0
QECF62208951020022,0,0.0,4323871.0,895301.0,6007163.0,4686219.0,0.0,2196896.0,1408671.0,21440700.0,13936455.0,7504245.0,100000.0,False,True,926910.0,0
RDYH79084187551880,0,0.0,1006307.0,53496.0,1006307.0,952811.0,0.0,0.0,0.0,402858.0,0.0,0.0,100000.0,False,False,7040.0,1
VNPC69550259735412,0,0.0,688845.0,771165.0,1303449.0,532284.0,29933.0,408090.0,257455.0,2895895.0,1313545.0,1582350.0,200000.0,False,False,720.0,1
KDZJ41266928454221,41,8880.0,380473.0,179026.0,511372.0,332345.0,0.0,0.0,0.0,678376.0,406269.0,272107.0,95700.0,False,False,8640.0,1
IQLS68943827454446,0,0.0,74618224.0,5541475.0,8143435.0,1496350.0,2471371.0,2413821.0,2511713.0,17461824.0,4566719.0,12895105.0,100000.0,False,True,480600.0,0
GLSR95383312581379,0,0.0,20050016.0,15316808.0,20923797.0,5575971.0,0.0,12305899.0,7106131.0,17800826.0,2174104.0,15626722.0,399900.0,False,False,2582612.0,1
RDKD17877594488454,0,0.0,195176.0,363970.0,204556.0,77274.0,0.0,110771.0,15489.0,407559.0,75064.0,332495.0,95400.0,False,False,7920.0,1
ZFJL08959209932137,0,0.0,2277310.0,498815.0,4755703.0,4256888.0,151000.0,864271.0,1112617.0,2132124.0,1146802.0,985322.0,30000.0,False,False,3240.0,1
PJTZ86358303682959,302,2982.0,144560.0,16323.0,172314.0,155990.0,0.0,30029.0,76771.0,466292.0,0.0,0.0,100000.0,False,True,2700.0,0
YREU38607047866599,0,0.0,281523000.0,284413000.0,731572000.0,148596000.0,174415000.0,85499000.0,106067000.0,1163121000.0,0.0,0.0,91438041.0,True,False,40273240.0,2
EAWS95213529291590,13,3670.63,25752989.0,9687717.0,30601262.0,15447029.0,1524842.0,4146676.0,7813796.0,25439833.0,13084438.0,12355395.0,500000.0,False,False,981695.0,1
QWUQ78497285780679,4,982.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24197360.0,0.0,0.0,82000.0,False,False,284800.0,1
NNKK80934404018658,0,0.0,6735096.0,1833085.0,7776750.0,5943665.0,0.0,2767310.0,3289140.0,21148184.0,9905401.0,11242783.0,1000000.0,False,False,897250.0,1
OQIW93819789803879,0,0.0,91371.0,10034.0,91371.0,81336.0,0.0,84005.0,3160.0,1044990.0,370089.0,674901.0,20000.0,False,True,1920.0,0
UUAY63115652821945,0,0.0,20050016.0,15316808.0,20923797.0,5575971.0,0.0,12305899.0,7106131.0,17800826.0,2174104.0,15626722.0,399900.0,False,False,3486527.0,1
GPZV71762661909044,0,0.0,773679.0,343781.0,903599.0,414568.0,66091.0,672546.0,313537.0,781827.0,0.0,0.0,105000.0,True,True,0.0,3
TALD85089446414833,0,0.0,5816971.0,1409789.0,5851443.0,4357823.0,609738.0,3556889.0,1286005.0,1641040.0,1193249.0,447791.0,80000.0,False,False,108800.0,1
VMHD46468955378324,0,0.0,14139611.0,325027.0,14145011.0,4032544.0,9787439.0,3109271.0,3361745.0,1977737.0,1977737.0,0.0,2600000.0,False,False,192400.0,1
CATZ95448166944212,6,14680.0,3263592.0,688992.0,3273708.0,2584715.0,0.0,1388896.0,1413474.0,8822886.0,2827645.0,5995241.0,100000.0,False,False,136000.0,1
QZWE12562226356040,0,0.0,1632503.0,207744.0,1714193.0,1506449.0,0.0,339631.0,447880.0,2518275.0,756971.0,1761304.0,100000.0,False,False,8640.0,1
AINE36470635590293,0,0.0,9386589.0,2261512.0,10799107.0,7052441.0,1607297.0,1596879.0,941275.0,11831372.0,4290932.0,7540440.0,2000000.0,False,False,539064.0,1
GFFP53341113541195,0,0.0,47087542.0,36937754.0,53984264.0,8212726.0,10279391.0,21043911.0,21703404.0,211173785.0,84962728.0,126211057.0,3600000.0,False,False,15216702.0,1
ZNJQ71355288457153,53,2590.0,1966386.0,110444.0,2090957.0,1980512.0,0.0,1890484.0,0.0,1950515.0,1088352.0,862163.0,120000.0,False,True,181500.0,0
ZOWE12634714793309,0,0.0,1765644.0,262219.0,1890709.0,1628490.0,0.0,742253.0,610918.0,6755841.0,3908095.0,2847746.0,101000.0,False,False,8640.0,1
VJBN45403706069972,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3544537.0,0.0,0.0,400000.0,False,True,0.0,0
GYBA95123033813145,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2352393.0,0.0,0.0,90000.0,False,False,41400.0,1
CLDB61185288622179,4,2933.38,2848959.0,1420705.0,2874103.0,1406332.0,0.0,1496394.0,1114753.0,7204448.0,2636200.0,4568248.0,200000.0,False,False,101571.0,1
JMOD43305615221713,0,0.0,583226.0,83443.0,58226.0,499782.0,0.0,225755.0,0.0,693308.0,310195.0,383113.0,300000.0,False,False,720.0,1
IHTO15301658934038,0,0.0,920677.0,619861.0,998080.0,378218.0,0.0,567455.0,209132.0,554442.0,267097.0,287345.0,40000.0,False,False,140600.0,1
EOSA76743104535623,0,0.0,5920826.0,21761.0,6088814.0,5985950.0,0.0,3338031.0,1006886.0,2892907.0,0.0,0.0,0.0,False,True,193410.0,0
FWUU39842946740208,10,3240.0,2257239.0,1934642.0,4199397.0,1380599.0,1654036.0,106121.0,1754992.0,4855324.0,2708771.0,2146553.0,500000.0,False,True,375000.0,0
WRDM72611727414993,0,0.0,3162534.0,1020355.0,3163017.0,2142662.0,0.0,1118104.0,580665.0,8588087.0,4450833.0,4137254.0,0.0,False,True,373972.0,0
QPAK48994106400680,61,28107.94,8849015.0,200888.0,9465989.0,3955250.0,0.0,3170371.0,4871525.0,7543816.0,6476388.0,1067428.0,40000.0,False,False,141900.0,1
HNRN42050651447100,57,50160.0,7489600.0,1078529.0,10622445.0,7214122.0,0.0,192318.0,2119439.0,10228874.0,5656688.0,4572186.0,1.0,False,False,224400.0,1
XVFX90049646219876,0,0.0,30076265.0,22704542.0,3639174.0,13734632.0,0.0,12851737.0,5925134.0,149296487.0,118087671.0,31208816.0,150000.0,True,False,13751679.0,2
WFGN98192449084652,0,0.0,961656.0,52300.0,965976.0,5000.0,0.0,0.0,957925.0,796983.0,380233.0,416750.0,5000.0,False,False,16280.0,1
RLNB95781018361855,0,0.0,249398.0,268830.0,745326.0,-498510.0,1010000.0,12773.0,0.0,247040.0,-86389.0,333429.0,100000.0,False,True,8100.0,0
PMRD70212207635506,0,0.0,4221697.0,2635122.0,4637565.0,1951427.0,0.0,1378264.0,2063297.0,4834558.0,2560050.0,2274508.0,1290000.0,False,False,822248.0,1
WCVD31138780349222,0,0.0,1983760.0,553366.0,2056176.0,168116.0,119100.0,766961.0,1207916.0,2633907.0,879672.0,1754235.0,100000.0,False,False,7560.0,1
REEW91259379302298,0,0.0,109869.0,48607.0,109869.0,61262.0,0.0,0.0,85410.0,380181.0,197347.0,182834.0,0.0,False,False,0.0,1
KQRQ53888615118384,55,14955.0,756219.0,351310.0,894634.0,543324.0,16983.0,334083.0,420700.0,2587678.0,1446775.0,1140903.0,100000.0,False,True,7560.0,0
RYNH95256886398640,0,0.0,280126.0,288673.0,1217143.0,1378960.0,0.0,0.0,937017.0,4918823.0,2311708.0,2607115.0,40000.0,False,False,159100.0,1
GUOS24237853287403,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,20000.0,False,False,178000.0,1
DDKM09644704282712,0,0.0,5433547.0,4157466.0,6777680.0,2620214.0,102500.0,2680873.0,1537783.0,8695705.0,6994258.0,1701447.0,800000.0,False,True,168000.0,0
VPHS52089171550825,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6106881.0,0.0,0.0,100000.0,False,False,12420.0,1
LEQG66380970401416,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247238.0,0.0,0.0,80000.0,False,False,50600.0,1
YBUA65254642886758,29,1624.0,3642393.0,4087024.0,5839438.0,-2075497.0,3250000.0,1098205.0,1939395.0,1761067.0,1466678.0,294389.0,400000.0,True,False,26685.0,2
ECDA01680633305929,0,0.0,156963.0,160794.0,235057.0,74262.0,0.0,173010.0,47483.0,185399.0,111602.0,73797.0,100000.0,False,False,16200.0,1
UAPP21579316019174,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3472193.0,0.0,0.0,1000000.0,False,True,418602.0,0
RURS22861986186705,0,0.0,6833259.0,3132193.0,7204252.0,1865941.0,1223173.0,3095241.0,3161790.0,7850297.0,3514603.0,4335694.0,2000000.0,False,False,0.0,1
ELSN84483124491658,86,8566.4,29125150.0,3846983.0,31127406.0,20574437.0,25200.0,17551391.0,7151696.0,26181878.0,21721994.0,4459884.0,600000.0,False,False,3071000.0,1
YNMY42957099778592,0,0.0,642846.0,182970.0,670328.0,487358.0,0.0,160331.0,299498.0,1711177.0,782223.0,928954.0,102001.0,False,False,50600.0,1
SZPY06668452707665,0,0.0,21284858.0,9082485.0,32784199.0,-13386720.0,2000000.0,1426961.0,16481648.0,48929311.0,17406994.0,31522317.0,580000.0,False,False,250800.0,1
AMPR88800087953852,0,0.0,843649.0,375220.0,1049740.0,674519.0,0.0,352032.0,320376.0,1073042.0,617576.0,455466.0,200000.0,False,False,3330.0,1
PGRO32575295615640,185,2880.0,8853077.0,1230338.0,9880366.0,8650027.0,0.0,1023379.0,953949.0,5257147.0,1650879.0,3606268.0,104500.0,False,True,720.0,0
NRUC91959983742030,9,12018.83,53784460.0,10222421.0,84893575.0,73675795.0,1737890.0,31052614.0,16999693.0,28336750.0,13396882.0,14939868.0,500000.0,False,True,5097871.0,0
LVRL87863325413180,0,0.0,53784460.0,10222421.0,84893575.0,73675795.0,1737890.0,31052614.0,16999693.0,28336750.0,13396882.0,14939868.0,10000.0,False,False,9900.0,1
IQEK56179046731500,0,0.0,751634.0,247141.0,995622.0,748481.0,0.0,376868.0,257202.0,3455292.0,0.0,0.0,100000.0,False,False,5400.0,1
LFRK88697213073364,0,0.0,4049397.0,1158182.0,6914627.0,2582249.0,561079.0,1223228.0,1629576.0,16031005.0,8027670.0,8003335.0,100000.0,False,False,495000.0,1
CGQN15826802440348,20,1486.95,14273375.0,11984357.0,26797750.0,14813200.0,2504437.0,9910514.0,3689346.0,54785562.0,17960564.0,36824998.0,75000.0,False,False,759890.0,1
MYME04190722582101,0,0.0,2067427.0,2040779.0,2584218.0,371653.0,171785.0,519117.0,181790.0,12204267.0,6544006.0,5660261.0,100000.0,False,False,534000.0,1
DRRD47656732254599,0,0.0,3663292.0,2525785.0,3911571.0,396013.0,874565.0,84839.0,502925.0,4407629.0,1382524.0,3025105.0,100000.0,False,True,481871.0,0
QAZJ11132803317042,0,0.0,455188.0,112071.0,486188.0,374116.0,0.0,0.0,213627.0,1826482.0,1078649.0,747833.0,96000.0,False,True,9720.0,0
BYHT82845654919249,0,0.0,484946.0,335210.0,549211.0,214001.0,0.0,0.0,188216.0,2001493.0,712254.0,1289239.0,30000.0,False,False,142849.0,1
QEIW32412595068258,0,0.0,640871.0,229148.0,1163642.0,934494.0,0.0,387955.0,112499.0,1792652.0,832335.0,960317.0,100000.0,False,True,32400.0,0
JIZH39563758226581,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1679471.0,0.0,0.0,150000.0,False,True,5280.0,0
MIKH99969627550844,0,0.0,26088742.0,19924482.0,30898217.0,5526940.0,2606185.0,14827041.0,9960467.0,28686224.0,26204012.0,2482212.0,2500000.0,True,False,801856.0,2
YLUW27255530166984,0,0.0,69544664.0,48777418.0,71833581.0,20930562.0,2125600.0,26041692.0,42951142.0,73301644.0,26350029.0,46951615.0,3600000.0,False,False,15728302.0,1
QIRX80210037936439,0,0.0,7230015.0,47822.0,7267141.0,6866893.0,0.0,4318274.0,152891.0,2972579.0,1436891.0,1535688.0,150000.0,False,True,0.0,0
ZCUQ06778542593361,15,144651.38,34029789.0,6255978.0,34257887.0,24947617.0,148664.0,26159109.0,2483809.0,34212141.0,16309174.0,17902967.0,500000.0,False,False,178000.0,1
LVSP73316539709194,0,0.0,300223.0,400688.0,320872.0,-79816.0,0.0,0.0,294650.0,663441.0,0.0,0.0,100000.0,True,True,0.0,3
DVIH23999077329746,3,5075.2,8817559.0,699061.0,9796870.0,9097808.0,0.0,1985467.0,2544300.0,18790402.0,6632690.0,12157712.0,300000.0,False,False,587400.0,1
XRLO31769338652429,0,0.0,1118886000.0,523360000.0,1875589.0,863917000.0,611566000.0,528542000.0,407080000.0,1523427000.0,779788000.0,743639000.0,440077657.0,False,False,35535864.0,1
MBUB27367617219459,253,109200.0,3777522.0,1042658.0,4190258.0,2465366.0,367869.0,1948276.0,1173632.0,4359161.0,0.0,0.0,300000.0,False,True,85775.0,0
GVJP21936786113792,0,0.0,17601622.0,12487224.0,18034895.0,641459.0,0.0,6877741.0,6701318.0,20442472.0,5465069.0,14977403.0,500000.0,False,True,2359794.0,0
RAHN59501225825134,27,22026.66,487548000.0,148685000.0,711824000.0,373829000.0,10833000.0,260867000.0,195599000.0,985702000.0,288816000.0,696886000.0,349071000.0,False,False,77154768.0,1
IESQ27539837937956,46,4995.69,848895.0,27478.0,915655.0,888176.0,0.0,811108.0,31211.0,3172054.0,1168017.0,2004037.0,300000.0,False,False,11100.0,1
NIYG64677692759467,0,0.0,6595651.0,1233835.0,7684787.0,6200619.0,250333.0,3379769.0,1837927.0,14139075.0,8321188.0,5817887.0,3000000.0,False,False,43000.0,1
WBVG89681806288106,0,0.0,26088742.0,19924482.0,30898217.0,5526940.0,2350000.0,13573775.0,9960467.0,26448958.0,23966746.0,2482212.0,2500000.0,True,False,890951.0,2
ATGS92759954072982,37,123333.34,5995088.0,3504037.0,6584298.0,2369407.0,980424.0,2268121.0,1620809.0,15287388.0,6005752.0,9281636.0,100000.0,False,True,485990.0,0
GCDR26237694041913,268,318300.0,5154333.0,3039260.0,7986537.0,1844721.0,50551.0,1274432.0,2595696.0,28328845.0,7030115.0,21298730.0,500000.0,False,False,474744.0,1
ZSMR25034964983719,39,9392.0,1105875.0,1351875.0,1118001.0,231907.0,706024.0,5000.0,1227980.0,709943.0,37238.0,672705.0,100000.0,False,False,16200.0,1
ASZK65674705486167,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3656570.0,0.0,0.0,50000.0,False,False,1920.0,1
PXNS26198304149891,70,54935.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61149400.0,0.0,0.0,50000.0,False,False,658600.0,1
OKZQ30026431449883,0,0.0,15644746.0,7349714.0,7349714.0,21084441.0,1735854.0,6364912.0,7938589.0,45293573.0,22762223.0,22531350.0,17100000.0,False,False,557750.0,1
XZGK92618682335781,142,14450.0,5154333.0,3039260.0,7986537.0,1844721.0,50551.0,1274432.0,2595696.0,28328845.0,7030115.0,21298730.0,500000.0,False,False,474744.0,1
OCXJ86272230416809,0,0.0,607309.0,251469.0,794106.0,483401.0,75500.0,339551.0,32807.0,1686193.0,809946.0,876247.0,50000.0,False,False,42999.0,1
MCNW21543734505402,0,0.0,15278813.0,13107323.0,16318401.0,3200889.0,528474.0,8966618.0,5903460.0,57584557.0,12202965.0,45381592.0,300000.0,True,False,17800.0,2
ZTSR97563600259291,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12914119.0,0.0,0.0,100000.0,False,True,0.0,0
WVJW05988853901616,0,0.0,2195285.0,442804.0,2725359.0,1547801.0,0.0,307783.0,609145.0,2494506.0,945371.0,1549135.0,90000.0,False,False,99900.0,1
XHYA51882547867527,65,8283.68,464888.0,3812.0,799656.0,798999.0,0.0,0.0,0.0,1542345.0,0.0,0.0,50000.0,False,False,10120.0,1
JBPL88257932370444,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7404178.0,3326710.0,4077468.0,1000000.0,False,False,133000.0,1
XQVI95337896363484,0,0.0,14055108.0,3098791.0,16311448.0,13212656.0,0.0,8308704.0,2642990.0,32045758.0,12464687.0,19581071.0,800000.0,False,False,4475148.0,1
ITKM30714697087368,54,161410.78,1006688.0,225822.0,1080065.0,854243.0,0.0,258399.0,168605.0,3396494.0,1015990.0,2380504.0,10000.0,False,True,42240.0,0
EQDD83540065980254,0,0.0,1429928.0,231824.0,1502727.0,874050.0,0.0,1063690.0,1033081.0,3544599.0,909189.0,2635410.0,5000.0,False,True,72000.0,0
VAYA85504574664937,0,0.0,5230096.0,2204632.0,5268298.0,2447192.0,616473.0,861691.0,4013348.0,6508633.0,3058385.0,3450248.0,1000000.0,False,False,648031.0,1
ORDZ15060499124913,0,0.0,57887270.0,13318706.0,62021144.0,585878.0,26480000.0,29907257.0,6112771.0,83515661.0,38976246.0,44539415.0,100000.0,False,False,829725.0,1
GHQD41933138709188,0,0.0,10885998.0,1276696.0,11194331.0,9542855.0,0.0,1671393.0,7362312.0,9295986.0,4676557.0,4619429.0,20000.0,False,False,99900.0,1
FOZQ39728582407424,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3935599.0,0.0,0.0,99800.0,True,True,0.0,3
NLUX93496216176463,102,208980.0,11391355.0,1084263.0,12980806.0,8054937.0,0.0,6464353.0,2601253.0,24083490.0,7254507.0,16828983.0,120000.0,False,False,2112640.0,1
PWOT40446387874280,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162913.0,0.0,0.0,10000.0,False,True,3240.0,0
YWGL10369217988759,0,0.0,19802834.0,8793244.0,28111113.0,17436471.0,0.0,2815104.0,3530239.0,30487864.0,8251742.0,22236122.0,250000.0,False,False,2750996.0,1
CQMR60128302148861,0,0.0,102284.0,1580.0,102284.0,100704.0,0.0,0.0,33121.0,235315.0,128962.0,106353.0,93700.0,False,True,16200.0,0
YNPY62836674202264,0,0.0,806574.0,124900.0,812472.0,687571.0,0.0,565047.0,180628.0,1123.0,-124111.0,125234.0,150000.0,False,False,720.0,1
SWWZ39160474909481,0,0.0,6972281.0,2845160.0,8478754.0,5632594.0,0.0,1973994.0,4058307.0,28431753.0,0.0,0.0,500000.0,False,False,587400.0,1
PLWM09236690845875,0,0.0,8955304.0,7216229.0,10463823.0,3247594.0,4319460.0,1751204.0,2868195.0,11364350.0,6355141.0,5009209.0,1000000.0,False,False,38700.0,1
SEIZ73772431891569,9,2100.0,970920.0,95033.0,970920.0,875886.0,0.0,0.0,192134.0,1672570.0,872685.0,799885.0,150000.0,False,False,81000.0,1
YDIY10405250080924,0,0.0,3022172.0,1005334.0,3390418.0,2385084.0,0.0,191233.0,1389518.0,9323958.0,2060504.0,7263454.0,40000.0,False,False,337500.0,1
FZWR14548563139153,220,129146.0,96719000.0,70604000.0,121270000.0,16046000.0,33886000.0,1537000.0,23453000.0,279279000.0,60302000.0,218977000.0,27086664.0,False,False,3826140.0,1
UNDK90907670379987,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,857464.0,846494.0,10970.0,80000.0,False,False,8800.0,1
HOLK72415322319853,0,0.0,9600991.0,7884649.0,9714814.0,678065.0,7093491.0,8401908.0,806589.0,8275617.0,3275426.0,5000191.0,99000.0,False,True,27200.0,0
CHGZ03371855810566,12,11666.67,3158204.0,418795.0,3212734.0,2793938.0,209793.0,0.0,400835.0,8701209.0,8143128.0,558081.0,80000.0,False,False,99000.0,1
WJSW61533644182158,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2694148.0,0.0,0.0,35000.0,False,False,14580.0,1
